,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
41929,P22_111_582,P22,P22_111,00:21:18.937,00:21:17.86,00:21:19.00,63892,63950,pick up lid,pick-up,0,lid,6,['lid'],[6]
62852,P30_111_537,P30,P30_111,00:24:32.60,00:24:31.76,00:24:32.62,73588,73631,rinse hand,rinse,2,hand,11,['hand'],[11]
61015,P30_107_430,P30,P30_107,00:22:28.60,00:22:28.65,00:22:29.12,67432,67456,open cupboard,open,3,cupboard,3,['cupboard'],[3]
48865,P25_04_55,P25,P25_04,00:09:06.819,00:09:07.14,00:09:08.90,32828,32934,pick up napkin,pick-up,0,napkin,88,['napkin'],[88]
14254,P03_112_60,P03,P03_112,00:01:58.601,00:01:58.30,00:01:59.42,5915,5971,pick up measuring jug,pick-up,0,jug:measuring,66,['jug:measuring'],[66]
21934,P04_119_69,P04,P04_119,00:03:17.103,00:03:16.22,00:03:17.61,9811,9880,put down ramekin,put-down,1,ramekin,7,['ramekin'],[7]
43571,P22_11_188,P22,P22_11,00:06:40.949,00:06:39.70,00:06:42.31,23982,24138,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
50351,P25_107_338,P25,P25_107,00:25:19.101,00:25:19.39,00:25:20.70,75969,76035,lay aubergine,lay,1,aubergine,67,['aubergine'],[67]
36155,P21_01_46,P21,P21_01,00:06:17.780,00:06:16.90,00:06:17.89,22614,22673,putting them on the dish,put-on,1,dish,2,['dish'],[2]
34306,P13_09_6,P13,P13_09,00:01:26.520,00:01:23.34,00:01:29.86,5000,5391,wash wooden spoon,wash,2,spoon:wooden,1,['spoon:wooden'],[1]
57483,P28_112_60,P28,P28_112,00:02:55.903,00:02:52.90,00:02:57.83,8645,8891,clean hob,clean,2,hob,24,['hob'],[24]
59932,P30_05_724,P30,P30_05,00:51:49.599,00:51:54.16,00:52:00.03,186849,187201,wash carrot skinner,wash,2,skinner:carrot,87,['skinner:carrot'],[87]
42426,P22_113_27,P22,P22_113,00:00:41.371,00:00:41.22,00:00:41.66,2061,2083,pick up pot,pick-up,0,pot,29,['pot'],[29]
13659,P03_109_129,P03,P03_109,00:07:10.931,00:07:10.81,00:07:11.56,21540,21578,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
37290,P22_07_322,P22,P22_07,00:15:07.800,00:15:07.38,00:15:08.80,54442,54528,put lid,put,1,lid,6,['lid'],[6]
36675,P22_05_382,P22,P22_05,00:15:52.929,00:15:51.87,00:15:53.02,57112,57181,open cupboard,open,3,cupboard,3,['cupboard'],[3]
42147,P22_112_19,P22,P22_112,00:00:48.101,00:00:46.85,00:00:48.02,2342,2401,put down lid,put-down,1,lid,6,['lid'],[6]
44885,P22_16_199,P22,P22_16,00:09:08.740,00:09:07.85,00:09:09.10,32871,32946,pick up salt,pick-up,0,salt,38,['salt'],[38]
16041,P04_01_256,P04,P04_01,00:18:47.950,00:18:45.90,00:18:47.18,67554,67630,put down knife,put-down,1,knife,4,['knife'],[4]
17951,P04_104_79,P04,P04_104,00:03:00.853,00:03:00.47,00:03:01.07,9023,9053,put down tub,put-down,1,tub,23,['tub'],[23]
2264,P01_105_143,P01,P01_105,00:04:38.101,00:04:38.31,00:04:38.70,13915,13935,put down lid,put-down,1,lid,6,['lid'],[6]
17875,P04_104_275,P04,P04_104,00:10:40.100,00:10:39.76,00:10:42.22,31988,32111,open dishwasher tablet,open,3,tablet:dishwasher,171,['tablet:dishwasher'],[171]
52157,P26_117_50,P26,P26_117,00:02:59.400,00:02:59.66,00:03:00.13,8983,9006,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
26548,P07_106_1,P07,P07_106,00:00:06.920,00:00:06.24,00:00:07.08,312,354,open coffee maker,open,3,maker:coffee,50,['maker:coffee'],[50]
60929,P30_107_353,P30,P30_107,00:18:01.35,00:17:52.31,00:17:56.07,53615,53803,take mushroom,take,0,mushroom,56,['mushroom'],[56]
27472,P07_117_35,P07,P07_117,00:01:24.980,00:01:23.74,00:01:33.48,4187,4673,rinse cutlery,rinse,2,cutlery,58,['cutlery'],[58]
56827,P28_105_103,P28,P28_105,00:07:46.163,00:07:46.30,00:07:55.55,23315,23777,wash lid,wash,2,lid,6,['lid'],[6]
29260,P08_23_52,P08,P08_23,00:04:11.240,00:04:10.74,00:04:12.07,15044,15124,place spinach,place,1,spinach,198,['spinach'],[198]
38336,P22_09_79,P22,P22_09,00:02:26.410,00:02:25.34,00:02:28.36,8720,8901,open box,open,3,box,23,['box'],[23]
25426,P06_103_46,P06,P06_103,00:03:16.904,00:03:15.64,00:03:17.40,9782,9870,put down pan,put-down,1,pan,5,['pan'],[5]
59182,P30_04_42,P30,P30_04,00:02:14.989,00:02:14.42,00:02:15.35,8065,8121,take plate,take,0,plate,2,['plate'],[2]
38676,P22_103_110,P22,P22_103,00:03:16.380,00:03:15.35,00:03:16.37,9767,9818,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18]
37170,P22_07_214,P22,P22_07,00:09:27.040,00:09:25.08,00:09:31.65,33904,34299,pick up peels,pick-up,0,peel,48,['peel'],[48]
41898,P22_111_554,P22,P22_111,00:20:21.350,00:20:20.91,00:20:21.85,61045,61092,pick up pan,pick-up,0,pan,5,['pan'],[5]
51154,P26_103_61,P26,P26_103,00:03:55.609,00:03:55.42,00:03:56.47,11771,11823,pick up glass,pick-up,0,glass,10,['glass'],[10]
13459,P03_102_8,P03,P03_102,00:00:14.351,00:00:14.58,00:00:15.33,729,766,put eggs on counter,put-on,1,egg,53,"['egg', 'counter']","[53, 42]"
51185,P26_103_9,P26,P26_103,00:00:30.624,00:00:30.45,00:00:32.66,1522,1632,rinse plate,rinse,2,plate,2,['plate'],[2]
2566,P01_105_415,P01,P01_105,00:16:49.351,00:16:49.84,00:16:50.41,50492,50520,put down garlic,put-down,1,garlic,51,['garlic'],[51]
37976,P22_08_272,P22,P22_08,00:11:03.890,00:11:02.91,00:11:06.29,39774,39977,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
35438,P20_01_320,P20,P20_01,00:21:09.500,00:21:02.55,00:21:08.41,75753,76104,put down spatula,put-down,1,spatula,20,['spatula'],[20]
14709,P03_118_35,P03,P03_118,00:01:20.128,00:01:19.70,00:01:20.85,3985,4042,take breadstick from bag,take-from,0,bag,19,['bag'],[19]
25547,P06_105_6,P06,P06_105,00:00:23.469,00:00:23.06,00:00:24.30,1153,1215,put lid on pan,put-on,1,lid,6,"['lid', 'pan']","[6, 5]"
48210,P24_07_105,P24,P24_07,00:07:10.190,00:07:11.21,00:07:12.09,25872,25925,pick up tomato,pick-up,0,tomato,43,['tomato'],[43]
44130,P22_13_33,P22,P22_13,00:01:16.490,00:01:16.59,00:01:18.75,4595,4725,rinse pitcher,rinse,2,pitcher,66,['pitcher'],[66]
63942,P35_103_157,P35,P35_103,00:18:07.366,00:18:06.93,00:18:08.39,54346,54419,put down mixer,put-down,1,mixer,82,['mixer'],[82]
53619,P27_101_291,P27,P27_101,00:12:47.858,00:12:47.01,00:12:48.04,38350,38402,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
27508,P07_117_68,P07,P07_117,00:02:50.800,00:02:49.35,00:03:01.70,8467,9085,rinse pot,rinse,2,pot,29,['pot'],[29]
50136,P25_107_144,P25,P25_107,00:14:00.112,00:13:59.52,00:14:00.48,41976,42024,pick up aubergine,pick-up,0,aubergine,67,['aubergine'],[67]
31399,P11_05_39,P11,P11_05,00:01:56.300,00:01:56.84,00:01:57.77,7010,7066,put down olive oil,put-down,1,oil:olive,31,['oil:olive'],[31]
23494,P05_02_49,P05,P05_02,00:05:08.000,00:05:06.35,00:05:08.53,18381,18511,open sauce pot,open,3,pot:sauce,29,['pot:sauce'],[29]
62004,P30_10_112,P30,P30_10,00:06:20.529,00:06:18.42,00:06:19.74,22705,22784,take tea towel,take,0,towel:tea,52,['towel:tea'],[52]
5777,P02_03_181,P02,P02_03,00:10:16.000,00:10:15.63,00:10:16.44,36937,36986,put plate down,put-down,1,plate,2,['plate'],[2]
1068,P01_09_146,P01,P01_09,00:11:09.850,00:11:08.14,00:11:13.64,40088,40418,continue washing counter,wash,2,counter,42,['counter'],[42]
38371,P22_101_109,P22,P22_101,00:03:59.365,00:03:57.17,00:03:58.18,11858,11909,rinse hands,rinse,2,hand,11,['hand'],[11]
50329,P25_107_318,P25,P25_107,00:24:28.101,00:24:27.94,00:24:29.25,73397,73462,pick up aubergine,pick-up,0,aubergine,67,['aubergine'],[67]
916,P01_06_90,P01,P01_06,00:05:42.000,00:05:41.40,00:05:42.22,20484,20533,put fork,put,1,fork,14,['fork'],[14]
62537,P30_111_253,P30,P30_111,00:10:31.10,00:10:30.39,00:10:32.46,31519,31623,pick up cheese packet,pick-up,0,packet:cheese,26,['packet:cheese'],[26]
51003,P26_101_9,P26,P26_101,00:00:46.107,00:00:45.94,00:00:47.84,2297,2392,put down plate,put-down,1,plate,2,['plate'],[2]
49144,P25_09_94,P25,P25_09,00:12:12.930,00:12:11.42,00:12:12.53,43885,43951,take napkin,take,0,napkin,88,['napkin'],[88]
29579,P08_27_9,P08,P08_27,00:00:42.700,00:00:39.35,00:00:42.35,2361,2541,opening cupboard,open,3,cupboard,3,['cupboard'],[3]
56577,P28_103_66,P28,P28_103,00:04:31.151,00:04:30.76,00:04:32.18,13538,13609,put peeler,put,1,peeler,87,['peeler'],[87]
27901,P08_05_134,P08,P08_05,00:09:25.190,00:09:23.51,00:09:26.00,33810,33960,get bowl,get,0,bowl,7,['bowl'],[7]
46419,P23_101_196,P23,P23_101,00:20:45.850,00:20:45.83,00:20:46.40,62291,62320,put cap,put,1,cap,118,['cap'],[118]
21332,P04_116_186,P04,P04_116,00:08:19.605,00:08:18.31,00:08:19.89,24915,24994,pick up bread,pick-up,0,bread,33,['bread'],[33]
24419,P06_07_190,P06,P06_07,00:13:47.620,00:13:45.90,00:13:47.65,49554,49659,pick up knife,pick-up,0,knife,4,['knife'],[4]
18331,P04_107_316,P04,P04_107,00:09:46.603,00:09:45.95,00:09:46.98,29297,29349,pick up ball of dough,pick-up,0,ball:dough,25,['ball:dough'],[25]
38191,P22_09_119,P22,P22_09,00:03:43.240,00:03:36.34,00:03:41.43,12980,13285,rinse moka pot,rinse,2,pot:moka,50,['pot:moka'],[50]
1985,P01_102_65,P01,P01_102,00:02:42.350,00:02:42.25,00:02:48.86,8112,8443,rinse wok,rinse,2,wok,5,['wok'],[5]
26101,P07_04_147,P07,P07_04,00:13:23.120,00:13:26.83,00:13:27.99,48409,48479,open fridge,open,3,fridge,12,['fridge'],[12]
2045,P01_103_29,P01,P01_103,00:00:49.600,00:00:49.36,00:00:50.03,2468,2501,put down fork,put-down,1,fork,14,['fork'],[14]
26475,P07_102_14,P07,P07_102,00:00:36.920,00:00:36.43,00:00:40.84,1821,2042,wash glass,wash,2,glass,10,['glass'],[10]
54761,P27_104_292,P27,P27_104,00:14:28.869,00:14:29.11,00:14:30.38,43455,43519,open cupboard,open,3,cupboard,3,['cupboard'],[3]
29676,P09_03_18,P09,P09_03,00:01:20.400,00:01:11.75,00:01:17.93,4305,4675,wash pan,wash,2,pan,5,['pan'],[5]
48474,P24_08_175,P24,P24_08,00:12:37.470,00:12:37.19,00:12:38.62,45431,45517,put away mozzarella package,put,1,package:mozzarella,26,['package:mozzarella'],[26]
8000,P02_108_142,P02,P02_108,00:05:56.410,00:05:56.08,00:05:57.04,17804,17852,pick up glass,pick-up,0,glass,10,['glass'],[10]
34394,P14_05_3,P14,P14_05,00:00:14.000,00:00:13.47,00:00:15.92,808,955,open fridge,open,3,fridge,12,['fridge'],[12]
49644,P25_104_209,P25,P25_104,00:10:08.109,00:10:08.05,00:10:09.05,30402,30452,put down spoon,put-down,1,spoon,1,['spoon'],[1]
42649,P22_115_176,P22,P22_115,00:05:34.351,00:05:33.13,00:05:33.85,16656,16692,open drawer,open,3,drawer,8,['drawer'],[8]
40761,P22_10_107,P22,P22_10,00:03:49.400,00:03:45.55,00:03:47.30,13533,13638,put down down glass,put-down,1,glass,10,['glass'],[10]
32595,P12_02_128,P12,P12_02,00:22:04.590,00:22:02.17,00:22:06.32,79330,79579,take tube tubes,take,0,tube:tube,227,['tube:tube'],[227]
37344,P22_07_371,P22,P22_07,00:17:22.150,00:17:12.00,00:17:24.02,61920,62641,lather cutting board,lather,2,board:cutting,18,['board:cutting'],[18]
65489,P35_107_243,P35,P35_107,00:18:15.101,00:18:11.79,00:18:25.65,54589,55282,wash sink,wash,2,sink,63,['sink'],[63]
27445,P07_117_128,P07,P07_117,00:06:06.320,00:06:06.06,00:06:07.42,18303,18371,put away washing up liquid,put-away,1,liquid:washing:up,22,['liquid:washing:up'],[22]
1612,P01_09_636,P01,P01_09,00:44:51.380,00:44:50.97,00:44:52.21,161458,161532,take olive,take,0,olive,83,['olive'],[83]
1139,P01_09_21,P01,P01_09,00:00:51.309,00:00:51.40,00:00:52.14,3084,3128,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18]
29151,P08_23_22,P08,P08_23,00:01:31.939,00:01:31.45,00:01:32.35,5487,5541,place colander,place,1,colander,39,['colander'],[39]
53239,P27_06_25,P27,P27_06,00:04:58.670,00:04:01.67,00:04:08.05,14500,14883,put down lid,put-down,1,lid,6,['lid'],[6]
65178,P35_105_350,P35,P35_105,00:27:19.850,00:27:19.45,00:27:20.81,81972,82040,pick up salt,pick-up,0,salt,38,['salt'],[38]
44940,P22_16_248,P22,P22_16,00:11:14.750,00:11:14.54,00:11:15.73,40472,40543,pick up carrot,pick-up,0,carrot,41,['carrot'],[41]
4883,P01_18_279,P01,P01_18,00:20:55.460,00:20:42.67,00:20:43.35,74560,74601,take container,take,0,container,21,['container'],[21]
22734,P04_121_427,P04,P04_121,00:19:00.354,00:18:59.44,00:19:00.26,56972,57013,put down thermometer case,put-down,1,case:thermometer,23,['case:thermometer'],[23]
1378,P01_09_425,P01,P01_09,00:30:54.710,00:30:52.48,00:31:00.74,111148,111644,lay baking paper onto tray,lay-onto,1,paper:baking,49,"['paper:baking', 'tray']","[49, 35]"
45535,P22_17_310,P22,P22_17,00:12:02.010,00:12:00.62,00:12:01.81,43237,43308,rinse glass,rinse,2,glass,10,['glass'],[10]
40068,P22_109_219,P22,P22_109,00:07:13.102,00:07:12.77,00:07:13.82,21638,21691,put down burner cap,put-down,1,cap:burner,24,['cap:burner'],[24]
51873,P26_112_61,P26,P26_112,00:02:45.900,00:02:45.99,00:02:52.64,8299,8632,lather plate,lather,2,plate,2,['plate'],[2]
42184,P22_112_52,P22,P22_112,00:01:48.101,00:01:47.03,00:01:48.26,5351,5413,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
9312,P02_118_143,P02,P02_118,00:07:07.408,00:07:06.98,00:07:16.86,21349,21843,rinse strainer,rinse,2,strainer,39,['strainer'],[39]
24336,P06_07_115,P06,P06_07,00:07:09.360,00:07:07.02,00:07:15.29,25621,26117,put chillies,put,1,chilli,69,['chilli'],[69]
41091,P22_10_404,P22,P22_10,00:14:51.649,00:14:47.06,00:14:48.37,53223,53302,rinse hands,rinse,2,hand,11,['hand'],[11]
18922,P04_107_849,P04,P04_107,00:22:14.351,00:22:14.82,00:22:16.47,66741,66823,wipe pastry brush on ramekin,wipe-on,2,brush:pastry,103,"['brush:pastry', 'ramekin']","[103, 7]"
44606,P22_15_2,P22,P22_15,00:00:13.299,00:00:10.20,00:00:12.27,612,736,rinse moka,rinse,2,moka,50,['moka'],[50]
27565,P07_11_4,P07,P07_11,00:00:30.570,00:00:16.72,00:00:25.45,1003,1527,wash container,wash,2,container,21,['container'],[21]
33168,P12_101_308,P12,P12_101,00:17:52.502,00:17:51.90,00:17:52.34,53595,53616,put down stock container,put-down,1,container:stock,21,['container:stock'],[21]
8475,P02_109_164,P02,P02_109,00:14:15.653,00:14:15.18,00:14:16.73,42759,42836,pick some garlic from sink,pick-from,0,garlic,51,"['garlic', 'sink']","[51, 63]"
57296,P28_111_21,P28,P28_111,00:01:13.655,00:01:13.43,00:01:24.61,3671,4230,rinse plate,rinse,2,plate,2,['plate'],[2]
38540,P22_102_113,P22,P22_102,00:03:05.658,00:03:05.55,00:03:06.23,9277,9311,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
49482,P25_103_64,P25,P25_103,00:04:14.375,00:04:13.62,00:04:14.82,12681,12741,open cupboard,open,3,cupboard,3,['cupboard'],[3]
619,P01_05_162,P01,P01_05,00:10:38.470,00:10:36.51,00:10:44.31,38190,38658,open fruit box,open,3,box:fruit,23,['box:fruit'],[23]
21581,P04_117_59,P04,P04_117,00:02:16.350,00:02:16.29,00:02:16.91,6814,6845,put down knife,put-down,1,knife,4,['knife'],[4]
32429,P11_16_27,P11,P11_16,00:02:06.189,00:02:05.67,00:02:07.98,7540,7678,pick up pot lids,pick-up,0,lid:pot,6,['lid:pot'],[6]
484,P01_03_18,P01,P01_03,00:00:48.190,00:00:48.03,00:00:49.25,2881,2955,take cup,take,0,cup,13,['cup'],[13]
538,P01_04_29,P01,P01_04,00:01:32.500,00:01:37.91,00:01:40.35,5874,6021,put down bottle,put-down,1,bottle,15,['bottle'],[15]
27066,P07_111_43,P07,P07_111,00:01:36.140,00:01:35.47,00:01:45.83,4773,5291,rinse container,rinse,2,container,21,['container'],[21]
54831,P27_104_40,P27,P27_104,00:02:16.389,00:02:16.05,00:02:17.14,6802,6856,pick up peach,pick-up,0,peach,74,['peach'],[74]
8528,P02_109_44,P02,P02_109,00:03:01.417,00:03:00.21,00:03:02.14,9010,9107,put down chopping board,put-down,1,board:chopping,18,['board:chopping'],[18]
3041,P01_106_131,P01,P01_106,00:05:37.851,00:05:37.42,00:05:38.36,16871,16918,open cupboard,open,3,cupboard,3,['cupboard'],[3]
30426,P10_04_209,P10,P10_04,00:22:20.250,00:22:26.79,00:22:31.14,80807,81068,wash it with water,wash-with,2,water,27,['water'],[27]
25528,P06_105_14,P06,P06_105,00:00:54.659,00:00:53.67,00:00:54.68,2683,2734,put down cheese,put-down,1,cheese,32,['cheese'],[32]
6549,P02_06_61,P02,P02_06,00:02:37.470,00:02:37.04,00:02:38.54,9422,9512,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
52070,P26_116_61,P26,P26_116,00:02:57.351,00:02:57.10,00:02:58.13,8855,8906,put down tea towel,put-down,1,towel:tea,52,['towel:tea'],[52]
43508,P22_11_130,P22,P22_11,00:04:32.610,00:04:31.61,00:04:33.02,16296,16381,place teaspoon,place,1,teaspoon,1,['teaspoon'],[1]
47991,P24_05_284,P24,P24_05,00:24:29.270,00:24:28.39,00:24:29.74,88103,88184,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5]
8605,P02_110_12,P02,P02_110,00:00:41.656,00:00:41.26,00:00:41.95,2063,2097,put down glass,put-down,1,glass,10,['glass'],[10]
6419,P02_06_279,P02,P02_06,00:13:12.839,00:13:11.25,00:13:12.50,47475,47550,put potato on in three,put-on,1,potato,30,['potato'],[30]
65221,P35_105_39,P35,P35_105,00:01:57.350,00:01:57.24,00:01:57.84,5862,5892,pick up container,pick-up,0,container,21,['container'],[21]
31370,P11_05_363,P11,P11_05,00:26:27.090,00:26:27.29,00:26:28.33,95237,95299,put away colander,put,1,colander,39,['colander'],[39]
4173,P01_109_813,P01,P01_109,00:57:32.600,00:57:32.67,00:57:33.55,172633,172677,put down sponge,put-down,1,sponge,9,['sponge'],[9]
10020,P02_122_2,P02,P02_122,00:00:07.656,00:00:06.94,00:00:08.44,347,422,open oven,open,3,oven,46,['oven'],[46]
20463,P04_112_65,P04,P04_112,00:02:04.853,00:02:04.54,00:02:06.01,6227,6300,pick up bao bun,pick-up,0,bun:bao,33,['bun:bao'],[33]
12000,P02_132_81,P02,P02_132,00:03:27.904,00:03:27.84,00:03:28.32,10392,10416,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23]
58974,P30_03_144,P30,P30_03,00:08:22.650,00:08:17.34,00:08:22.25,29840,30135,wash v60,wash,2,v60,50,['v60'],[50]
17894,P04_104_292,P04,P04_104,00:11:17.604,00:11:17.19,00:11:19.24,33859,33962,wash hands under tap,wash-under,2,hand,11,"['hand', 'tap']","[11, 0]"
5941,P02_03_33,P02,P02_03,00:01:15.659,00:01:15.25,00:01:16.06,4515,4563,pick up broccoli,pick-up,0,broccoli,101,['broccoli'],[101]
42601,P22_115_132,P22,P22_115,00:03:48.350,00:03:48.13,00:03:48.63,11406,11431,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58]
12596,P03_04_334,P03,P03_04,00:24:26.280,00:24:23.04,00:24:24.04,87782,87842,grab,grab,0,spoon,1,['spoon'],[1]
58130,P29_01_39,P29,P29_01,00:02:12.360,00:02:13.40,00:02:14.14,8004,8048,put down pepper,put-down,1,pepper,37,['pepper'],[37]
24624,P06_09_139,P06,P06_09,00:18:16.150,00:18:14.32,00:18:15.46,65659,65727,pick up oil,pick-up,0,oil,31,['oil'],[31]
34604,P15_08_35,P15,P15_08,00:03:03.140,00:03:03.25,00:03:06.31,10995,11178,put glass away,put,1,glass,10,['glass'],[10]
66114,P35_108_497,P35,P35_108,00:33:07.350,00:33:06.51,00:33:25.93,99325,100296,lather pot,lather,2,pot,29,['pot'],[29]
6552,P02_06_64,P02,P02_06,00:02:41.810,00:02:41.93,00:02:43.43,9715,9805,wash spoon,wash,2,spoon,1,['spoon'],[1]
18804,P04_107_742,P04,P04_107,00:19:58.359,00:19:58.14,00:19:58.86,59907,59942,pick up chopstick,pick-up,0,chopstick,80,['chopstick'],[80]
44191,P22_13_89,P22,P22_13,00:03:10.629,00:03:10.19,00:03:11.50,11411,11490,put down cloth,put-down,1,cloth,17,['cloth'],[17]
56161,P28_101_117,P28,P28_101,00:11:14.156,00:11:13.95,00:11:16.94,33697,33847,clean sink,clean,2,sink,63,['sink'],[63]
29639,P09_02_46,P09,P09_02,00:04:15.069,00:04:13.19,00:04:14.69,15191,15281,take pan and spatula,take,0,pan,5,"['pan', 'spatula']","[5, 20]"
3993,P01_109_651,P01,P01_109,00:48:30.850,00:48:30.60,00:48:31.48,145530,145574,put down fork,put-down,1,fork,14,['fork'],[14]
62281,P30_110_23,P30,P30_110,00:00:35.350,00:00:34.07,00:00:35.63,1703,1781,take bread bin,take,0,bin:bread,21,['bin:bread'],[21]
34626,P15_08_55,P15,P15_08,00:04:56.320,00:04:56.48,00:04:57.92,17788,17875,put away plate,put,1,plate,2,['plate'],[2]
44232,P22_14_124,P22,P22_14,00:05:14.450,00:05:14.39,00:05:15.29,18863,18917,put down colander,put-down,1,colander,39,['colander'],[39]
12339,P03_04_102,P03,P03_04,00:07:00.110,00:06:57.31,00:06:58.06,25038,25083,put bowl,put,1,bowl,7,['bowl'],[7]
42462,P22_113_301,P22,P22_113,00:10:18.851,00:10:17.75,00:10:19.00,30887,30950,put down cutlery,put-down,1,cutlery,58,['cutlery'],[58]
28891,P08_21_325,P08,P08_21,00:22:25.570,00:22:25.89,00:22:32.91,80753,81174,open yoghurt lid,open,3,lid:yoghurt,6,['lid:yoghurt'],[6]
36755,P22_05_454,P22,P22_05,00:18:46.360,00:18:44.28,00:18:46.85,67456,67611,rinse hands,rinse,2,hand,11,['hand'],[11]
27970,P08_05_197,P08,P08_05,00:16:08.810,00:16:07.92,00:16:10.83,58075,58249,open lid,open,3,lid,6,['lid'],[6]
59021,P30_03_56,P30,P30_03,00:02:56.230,00:02:54.03,00:02:55.29,10441,10517,take jug,take,0,jug,66,['jug'],[66]
25613,P06_107_17,P06,P06_107,00:00:48.155,00:00:47.28,00:00:49.95,2364,2497,wipe counter,wipe,2,counter,42,['counter'],[42]
32459,P11_16_54,P11,P11_16,00:03:53.880,00:03:56.57,00:03:57.13,14194,14227,open cupboards,open,3,cupboard,3,['cupboard'],[3]
52033,P26_116_28,P26,P26_116,00:01:16.350,00:01:15.46,00:01:16.44,3773,3822,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58]
45519,P22_17_297,P22,P22_17,00:11:39.660,00:11:39.02,00:11:40.20,41941,42012,rinse glass,rinse,2,glass,10,['glass'],[10]
26981,P07_110_43,P07,P07_110,00:02:20.940,00:02:20.34,00:02:21.98,7017,7098,put bottle onto shelf,put-onto,1,bottle,15,"['bottle', 'shelf']","[15, 247]"
26863,P07_10_323,P07,P07_10,00:33:21.650,00:33:34.23,00:33:37.65,120853,121059,rinse knife,rinse,2,knife,4,['knife'],[4]
31699,P11_102_72,P11,P11_102,00:05:05.602,00:05:04.48,00:05:09.51,15224,15475,pick up kettle,pick-up,0,kettle,44,['kettle'],[44]
33059,P12_101_21,P12,P12_101,00:00:49.505,00:00:46.63,00:00:49.98,2331,2499,put down cheese and stock onto countertop,put-down,1,cheese,32,"['cheese', 'stock', 'countertop']","[32, 95, 42]"
36584,P22_05_30,P22,P22_05,00:01:19.439,00:01:17.49,00:01:18.39,4649,4703,put down scissors,put-down,1,scissors,79,['scissors'],[79]
42433,P22_113_276,P22,P22_113,00:09:40.101,00:09:39.12,00:09:39.99,28956,28999,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18]
44545,P22_15_144,P22,P22_15,00:05:43.820,00:05:41.52,00:05:42.74,20491,20564,lather spoon,lather,2,spoon,1,['spoon'],[1]
10903,P02_129_171,P02,P02_129,00:06:12.657,00:06:12.60,00:06:13.35,18630,18667,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
22469,P04_121_189,P04,P04_121,00:08:37.853,00:08:37.65,00:08:38.90,25882,25945,put mug on counter,put-on,1,mug,13,"['mug', 'counter']","[13, 42]"
12005,P02_132_86,P02,P02_132,00:03:41.653,00:03:41.44,00:03:42.39,11072,11119,pick up lid from pan,pick-up,0,lid,6,"['lid', 'pan']","[6, 5]"
54136,P27_103_330,P27,P27_103,00:24:41.601,00:24:40.62,00:24:47.19,74031,74359,wash hands,wash,2,hand,11,['hand'],[11]
25460,P06_103_77,P06,P06_103,00:04:29.412,00:04:27.70,00:04:29.52,13385,13476,put down cup,put-down,1,cup,13,['cup'],[13]
